"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"1","india","has approved ","the jallikattu ordinance","the president of india has approved the jallikattu ordinance passed by the tamilnadu assembly","the president of india has approved the jallikattu ordinance passed by the tamilnadu assembly","the president of india has approved the jallikattu ordinance passed by the tamilnadu assembly","jallikattu the president of india has approved the jallikattu ordinance passed by the tamilnadu government letsdojallikat","jallikattu the president of india has approved the jallikattu ordinance passed by the tamilnadu government","the president of india has approved the jallikattu ordinance passed by the tamilnadu government","the president of india has approved the jallikattu ordinance passed by the tamilnadu government so","5159.0079964624","NA","NA"
"2","the jallikattu ordinance","has approved ","tamilnadu government","jallikattu the president of india has approved the jallikattu ordinance passed by the tamilnadu government letsdojallikat","jallikattu the president of india has approved the jallikattu ordinance passed by the tamilnadu government","the president of india has approved the jallikattu ordinance passed by the tamilnadu government","the president of india has approved the jallikattu ordinance passed by the tamilnadu government so","2948.00456940708","NA","NA","NA","NA","NA"
"3","jallikattu dates","have been announced ","will chief minister","jallikattu dates have been announced will chief minister attend jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"4","jallikattu dates","attend ","will chief minister","jallikattu dates have been announced will chief minister attend jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"5","a woman","can compare ","who","a woman who can compare jallikattu to triple talaq is a disgrace to the human mind","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"6","who","can compare ","triple talaq","a woman who can compare jallikattu to triple talaq is a disgrace to the human mind","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"7","triple talaq","can compare ","a disgrace","a woman who can compare jallikattu to triple talaq is a disgrace to the human mind","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"8","a disgrace","can compare ","the human mind","a woman who can compare jallikattu to triple talaq is a disgrace to the human mind","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"9","congress party","promises to ban ","its tamilnadu","in congress party promises to ban jallikattu in its tamilnadu manifesto","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"10","nagaland people","menkagandhi ","street dog","in nagaland people eat street dog does poorvajoshipura radharajan menkagandhi aware of that","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"11","street dog","menkagandhi ","poorvajoshipura radharajan","in nagaland people eat street dog does poorvajoshipura radharajan menkagandhi aware of that","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"12","bulls","may be hurting ","beef parties","may be hurting bulls is regressive but beef parties were progressive jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"13","beef parties","may be hurting ","progressive jallikattu","may be hurting bulls is regressive but beef parties were progressive jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"14","you","are united ","people","if you people are united jallikattu then why not cinema","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"15","you","was said ","people","this was people wanted when you say now it is permanent what was said earlier should have clarified to the people jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"16","you","should have clarified ","people","this was people wanted when you say now it is permanent what was said earlier should have clarified to the people jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"17","you","addressing ","people","proud of you for addressing people in marina sharing your knowledge on jallikattu keep it up great","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"18","you","sharing ","people","proud of you for addressing people in marina sharing your knowledge on jallikattu keep it up great","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"19","people","are united ","not cinema","if you people are united jallikattu then why not cinema","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"20","not cinema","are united ","it","if you people are united jallikattu then why not cinema","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"21","it","will support ","our culture","i am with you i will support you from uae protect our culture tradition jallikattu unityforjallikattu pmjan","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"22","one","compares ","the cpi style","if one compares jallikattu the cpi style of killings in kerala there is no cruelty in jallikattu at all","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"23","the cpi style","compares ","killings","if one compares jallikattu the cpi style of killings in kerala there is no cruelty in jallikattu at all","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"24","killings","compares ","kerala","if one compares jallikattu the cpi style of killings in kerala there is no cruelty in jallikattu at all","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"25","kerala","compares ","there","if one compares jallikattu the cpi style of killings in kerala there is no cruelty in jallikattu at all","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"26","there","compares ","no cruelty","if one compares jallikattu the cpi style of killings in kerala there is no cruelty in jallikattu at all","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"27","palamedu","awaited ","alanganallur","most awaited jallikattu fixtures alanganallur avaniyapuram palamedu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"28","palamedu","starts ","alanganallur","law ministry approves ordinance on jallikattu collector starts inspection in alanganallur palamedu avaniapuram","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"29","the house","lighting ","poor","lighting up the house of poor","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"30","jallikattu i","am just viewing ","the horse","jallikattu i am just viewing here the horse is bull and the guy as peta","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"31","the horse","am just viewing ","bull","jallikattu i am just viewing here the horse is bull and the guy as peta","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"32","bull","am just viewing ","the guy","jallikattu i am just viewing here the horse is bull and the guy as peta","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"33","the guy","am just viewing ","peta","jallikattu i am just viewing here the horse is bull and the guy as peta","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"34","two weeks","calls ","petitioner","karnataka high court adjourns kambala matter for two weeks calls petitioner after jallikattu verdict","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"35","two weeks","to approach ","petitioner","karnataka high court adjourns plea for kambala for two weeks asks the petitioner to approach after supreme court order on jallikattu matter","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"36","petitioner","calls ","jallikattu verdict","karnataka high court adjourns kambala matter for two weeks calls petitioner after jallikattu verdict","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"37","a choreographed support","well bared ","sects","a choreographed support to jallikattu by sects with no regard respect for animals well bared by the exte","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"38","sects","well bared ","no regard respect","a choreographed support to jallikattu by sects with no regard respect for animals well bared by the exte","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"39","no regard respect","well bared ","the exte","a choreographed support to jallikattu by sects with no regard respect for animals well bared by the exte","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"40","most","awaited ","jallikattu fixtures","most awaited jallikattu fixtures alanganallur avaniyapuram palamedu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"41","jallikattu fixtures","awaited ","alanganallur avaniyapuram palamedu","most awaited jallikattu fixtures alanganallur avaniyapuram palamedu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"42","two slaps","have to undergo did ","violence","if two slaps is violence then what about the atrocities ord citizens have to undergo did you see what happened recently in jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"43","two slaps","happened ","violence","if two slaps is violence then what about the atrocities ord citizens have to undergo did you see what happened recently in jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"44","violence","have to undergo did ","what","if two slaps is violence then what about the atrocities ord citizens have to undergo did you see what happened recently in jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"45","violence","happened ","what","if two slaps is violence then what about the atrocities ord citizens have to undergo did you see what happened recently in jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"46","what","have to undergo did ","the atrocities ord citizens","if two slaps is violence then what about the atrocities ord citizens have to undergo did you see what happened recently in jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"47","what","happened ","the atrocities ord citizens","if two slaps is violence then what about the atrocities ord citizens have to undergo did you see what happened recently in jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"48","me","dispersing ","jallikattu protesters","madrashc issues notice to tamilnadu home secretary dgp on pil for judicial probe into alleged police excesses while dispersing jallikattu protesters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"49","me","diverting ","jallikattu protesters","hippoptamizha clear speech on some unknown groups diverting the jallikattu protesters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"50","a chain reaction","has started ","india people","jallikattu has started a chain reaction in india people are out on the streets to uphold traditions and true history","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"51","a chain reaction","to uphold ","india people","jallikattu has started a chain reaction in india people are out on the streets to uphold traditions and true history","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"52","india people","has started ","the streets","jallikattu has started a chain reaction in india people are out on the streets to uphold traditions and true history","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"53","india people","to uphold ","the streets","jallikattu has started a chain reaction in india people are out on the streets to uphold traditions and true history","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"54","the streets","has started ","traditions","jallikattu has started a chain reaction in india people are out on the streets to uphold traditions and true history","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"55","the streets","to uphold ","traditions","jallikattu has started a chain reaction in india people are out on the streets to uphold traditions and true history","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"56","traditions","has started ","true history","jallikattu has started a chain reaction in india people are out on the streets to uphold traditions and true history","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"57","traditions","to uphold ","true history","jallikattu has started a chain reaction in india people are out on the streets to uphold traditions and true history","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"58","we","are gathered ","cuz","youngsters are gathered everywhere and supporting jallikattu already we won cuz were united as tamil keep protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"59","we","were united ","cuz","youngsters are gathered everywhere and supporting jallikattu already we won cuz were united as tamil keep protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"60","cuz","are gathered ","tamil keep protest","youngsters are gathered everywhere and supporting jallikattu already we won cuz were united as tamil keep protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"61","cuz","were united ","tamil keep protest","youngsters are gathered everywhere and supporting jallikattu already we won cuz were united as tamil keep protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"62","cho chweet","diya dev ","jallikattu drawings","cho chweet diya dev jallikattu drawings of our bro cute talented kids","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"63","jallikattu drawings","diya dev ","our bro cute talented kids","cho chweet diya dev jallikattu drawings of our bro cute talented kids","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"64","s","has approved jallikattu ","the president","the president of india has approved jallikattu ordinance passed by the tamilnadu assembly","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"65","the president","has approved jallikattu ","the tamilnadu assembly","the president of india has approved jallikattu ordinance passed by the tamilnadu assembly","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"66","proud thinking","to distribute ","local body election","people are proud thinking that local body election postponed because of jallikattu fact being shortage of liquid cash to distribute voters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"67","local body election","to distribute ","jallikattu fact","people are proud thinking that local body election postponed because of jallikattu fact being shortage of liquid cash to distribute voters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"68","jallikattu fact","to distribute ","shortage","people are proud thinking that local body election postponed because of jallikattu fact being shortage of liquid cash to distribute voters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"69","shortage","to distribute ","liquid cash","people are proud thinking that local body election postponed because of jallikattu fact being shortage of liquid cash to distribute voters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"70","liquid cash","to distribute ","voters","people are proud thinking that local body election postponed because of jallikattu fact being shortage of liquid cash to distribute voters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"71","supreme court order","to approach ","karnataka high court","karnataka high court adjourns plea for kambala for two weeks asks the petitioner to approach after supreme court order on jallikattu matter","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"72","karnataka high court","refusing to lift ","ban","karnataka high court while refusing to lift ban on kambala has said that it would wait for supreme court decision on jallikattu before it decides on kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"73","karnataka high court","has said ","ban","karnataka high court while refusing to lift ban on kambala has said that it would wait for supreme court decision on jallikattu before it decides on kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"74","karnataka high court","would wait ","ban","karnataka high court while refusing to lift ban on kambala has said that it would wait for supreme court decision on jallikattu before it decides on kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"75","ban","refusing to lift ","kambala","karnataka high court while refusing to lift ban on kambala has said that it would wait for supreme court decision on jallikattu before it decides on kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"76","ban","has said ","kambala","karnataka high court while refusing to lift ban on kambala has said that it would wait for supreme court decision on jallikattu before it decides on kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"77","ban","would wait ","kambala","karnataka high court while refusing to lift ban on kambala has said that it would wait for supreme court decision on jallikattu before it decides on kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"78","ban","gets banned ","kambala","i support kambala too hope peta gets banned not our sport","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"79","ban","makes ","kambala","dear instead of banning jallikattu kambala makes sense working on increasing veterinary hospitals stop k","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"80","ban","working ","kambala","dear instead of banning jallikattu kambala makes sense working on increasing veterinary hospitals stop k","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"81","ban","stop k ","kambala","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"82","kambala","refusing to lift ","supreme court decision","karnataka high court while refusing to lift ban on kambala has said that it would wait for supreme court decision on jallikattu before it decides on kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"83","kambala","has said ","supreme court decision","karnataka high court while refusing to lift ban on kambala has said that it would wait for supreme court decision on jallikattu before it decides on kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"84","kambala","would wait ","supreme court decision","karnataka high court while refusing to lift ban on kambala has said that it would wait for supreme court decision on jallikattu before it decides on kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"85","patriots","have to fight ","endless battles","patriots have to fight endless battles","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"86","next challenge","having won jallikattu ","ramguhainbcci","having won jallikattu next challenge is to savecricket ramguhainbcci","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"87","next challenge","to savecricket ","ramguhainbcci","having won jallikattu next challenge is to savecricket ramguhainbcci","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"88","dmk treasury benches","cross sword ","tamil nadu assembly","dmk treasury benches cross sword in tamil nadu assembly over jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"89","madrashc issues","dispersing ","home secretary dgp","madrashc issues notice to tamilnadu home secretary dgp on pil for judicial probe into alleged police excesses while dispersing jallikattu protesters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"90","home secretary dgp","dispersing ","pil","madrashc issues notice to tamilnadu home secretary dgp on pil for judicial probe into alleged police excesses while dispersing jallikattu protesters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"91","pil","dispersing ","judicial probe","madrashc issues notice to tamilnadu home secretary dgp on pil for judicial probe into alleged police excesses while dispersing jallikattu protesters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"92","judicial probe","dispersing ","alleged police excesses","madrashc issues notice to tamilnadu home secretary dgp on pil for judicial probe into alleged police excesses while dispersing jallikattu protesters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"93","my humble request","have been arrested ","government","my humble request to tamilnadu government to release the innocent students who have been arrested during the jallikattu protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"94","government","have been arrested ","the innocent students","my humble request to tamilnadu government to release the innocent students who have been arrested during the jallikattu protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"95","the innocent students","have been arrested ","the jallikattu protest","my humble request to tamilnadu government to release the innocent students who have been arrested during the jallikattu protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"96","the commitment guts","appreciate ","ji","deeply appreciate the commitment guts of ji to the cause of jallikattu his support to the protestors","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"97","ji","appreciate ","the cause","deeply appreciate the commitment guts of ji to the cause of jallikattu his support to the protestors","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"98","the cause","appreciate ","jallikattu his support","deeply appreciate the commitment guts of ji to the cause of jallikattu his support to the protestors","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"99","jallikattu his support","appreciate ","the protestors","deeply appreciate the commitment guts of ji to the cause of jallikattu his support to the protestors","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"100","spirited nation","saved ","tamilians","spirited nation along with tamilians saved jallikattu this year but jthe great fight must go on","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"101","spirited nation","must go ","tamilians","spirited nation along with tamilians saved jallikattu this year but jthe great fight must go on","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"102","tamilians","saved ","this year","spirited nation along with tamilians saved jallikattu this year but jthe great fight must go on","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"103","tamilians","must go ","this year","spirited nation along with tamilians saved jallikattu this year but jthe great fight must go on","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"104","this year","saved ","jthe great fight","spirited nation along with tamilians saved jallikattu this year but jthe great fight must go on","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"105","this year","must go ","jthe great fight","spirited nation along with tamilians saved jallikattu this year but jthe great fight must go on","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"106","cleared jallikattu bill","withdrawn ","tamilnadu assembly demonetisation atm restrictions","cleared jallikattu bill passed by tamilnadu assembly demonetisation atm restrictions withdrawn from february st","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"107","tamilnadu assembly demonetisation atm restrictions","withdrawn ","february st","cleared jallikattu bill passed by tamilnadu assembly demonetisation atm restrictions withdrawn from february st","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"108","uae","will support ","our culture tradition jallikattu unityforjallikattu","i am with you i will support you from uae protect our culture tradition jallikattu unityforjallikattu pmjan","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"109","panneerselvam","will reveal ","wednesday","panneerselvam will reveal on wednesday","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"110","different parts","to be organized ","madurai","jallikattu to be organized in different parts of madurai in february","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"111","madurai","to be organized ","february","jallikattu to be organized in different parts of madurai in february","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"112","a victory","including ","student jallikattu","this is a victory of student jallikattu not by any politicians including your camma","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"113","student jallikattu","including ","any politicians","this is a victory of student jallikattu not by any politicians including your camma","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"114","any politicians","including ","your camma","this is a victory of student jallikattu not by any politicians including your camma","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"115","very few others","were chatg ","shamiana","not really except very few others were chatg under shamiana fr few hrs sum stunts","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"116","shamiana","were chatg ","few hrs sum stunts","not really except very few others were chatg under shamiana fr few hrs sum stunts","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"117","jallikatturevolution tamilnadu","tamilpride saveourculturejalli ","saveourculturejal","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"118","its jallikattu rekla karnataka","maharashtra ","its kambala","for tamilnadu its jallikattu rekla karnataka and maharashtra its kambala kerala its kalapoottu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"119","its kambala","maharashtra ","its kalapoottu","for tamilnadu its jallikattu rekla karnataka and maharashtra its kambala kerala its kalapoottu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"120","poradnuvana","koopuda sonna ","pokathavala koopudreenga","poradnuvana koopuda sonna pokathavala koopudreenga","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"121","sastra university students","were not allowed to protest ","jallikattu worst","sastra university students were not allowed to protest for jallikattu worst","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"122","watch","begins ","sport jallikattu","watch bulltaming sport jallikattu begins in karungulam village of tamilnadu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"123","sport jallikattu","begins ","karungulam village","watch bulltaming sport jallikattu begins in karungulam village of tamilnadu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"124","just question","cms to say ","people pm and rsvbnk","just question from people pm and rsvbnk at courts are parliament majesty and mighty then cms to say jallikattu is right and resolved y pray","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"125","just question","resolved y pray ","people pm and rsvbnk","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"126","people pm and rsvbnk","cms to say ","courts","just question from people pm and rsvbnk at courts are parliament majesty and mighty then cms to say jallikattu is right and resolved y pray","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"127","people pm and rsvbnk","resolved y pray ","courts","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"128","courts","cms to say ","parliament","just question from people pm and rsvbnk at courts are parliament majesty and mighty then cms to say jallikattu is right and resolved y pray","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"129","courts","resolved y pray ","parliament","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"130","bairavaa collection","dropped ","protest","bairavaa collection dropped due to jallikattu protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"131","he","leave ","president pranab mukherjee","delhi aiadmk mps leave presidents house after meeting president pranab mukherjee over jallikattu ordinance issue","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"132","deaths","to demonetisationdisaster ","doesnt anger people","deaths due to demonetisationdisaster doesnt anger people but jallikattu becomes a dangerous","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"133","deaths","becomes ","doesnt anger people","deaths due to demonetisationdisaster doesnt anger people but jallikattu becomes a dangerous","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"134","doesnt anger people","to demonetisationdisaster ","a dangerous","deaths due to demonetisationdisaster doesnt anger people but jallikattu becomes a dangerous","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"135","doesnt anger people","becomes ","a dangerous","deaths due to demonetisationdisaster doesnt anger people but jallikattu becomes a dangerous","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"136","my friend request","accepts ","my crush president","unlike my friend request to my crush president accepts the bill passed on jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"137","avaniapuram","to be conducetd ","all","jallikattu to be conducetd on february th in avaniapuram","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"138","avaniapuram","starts ","all","law ministry approves ordinance on jallikattu collector starts inspection in alanganallur palamedu avaniapuram","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"139","pongaluku apram namma ivlo ponguvom nu edhirpaathiruka","maatanga ","our jallikattu protests","pongaluku apram namma ivlo ponguvom nu edhirpaathiruka maatanga our jallikattu protests towards success now","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"140","our jallikattu protests","maatanga ","success","pongaluku apram namma ivlo ponguvom nu edhirpaathiruka maatanga our jallikattu protests towards success now","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"141","no cmo","challenged ","jallikattu hon","no cmo s before they never challenged in jallikattu hon he is the man did jallikattuforever","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"142","jallikattu hon","challenged ","the man","no cmo s before they never challenged in jallikattu hon he is the man did jallikattuforever","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"143","many","may call ","this a victory but fate","many may call this a victory but fate of jallikattu lies with the supreme court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"144","this a victory but fate","may call ","the supreme court","many may call this a victory but fate of jallikattu lies with the supreme court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"145","immediate action","took ","the kambala","you took immediate action in jallikattu and what about the kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"146","law ministry","starts ","ordinance","law ministry approves ordinance on jallikattu collector starts inspection in alanganallur palamedu avaniapuram","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"147","ordinance","starts ","jallikattu collector","law ministry approves ordinance on jallikattu collector starts inspection in alanganallur palamedu avaniapuram","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"148","jallikattu collector","starts ","inspection","law ministry approves ordinance on jallikattu collector starts inspection in alanganallur palamedu avaniapuram","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"149","inspection","starts ","alanganallur palamedu avaniapuram","law ministry approves ordinance on jallikattu collector starts inspection in alanganallur palamedu avaniapuram","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"150","which","is promoting ","sports","which is promoting sports first blackbuckshooting then jallikattu and now coming soon kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"151","which","blackbuckshooting ","sports","which is promoting sports first blackbuckshooting then jallikattu and now coming soon kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"152","which","now coming ","sports","which is promoting sports first blackbuckshooting then jallikattu and now coming soon kambala","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"153","employment based uprisings","will become ","a norm","employment based uprisings will become a norm","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"154","any interest","do not have ","politics","do not have any interest to enter into politics","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"155","any interest","to enter ","politics","do not have any interest to enter into politics","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"156","president","regulate ","ordinanceforjallikattu","president of india approved ordinanceforjallikattu passed by tamilnadu government regulate guide line for conducts","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"157","ordinanceforjallikattu","regulate ","guide line","president of india approved ordinanceforjallikattu passed by tamilnadu government regulate guide line for conducts","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"158","guide line","regulate ","conducts","president of india approved ordinanceforjallikattu passed by tamilnadu government regulate guide line for conducts","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"159","alanganallur jallikattu organisers","invites ","people and students","alanganallur jallikattu organisers invites people and students all over tamilnadu to watch jallikattu which is happening on th jallikattuforever","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"160","alanganallur jallikattu organisers","to watch ","people and students","alanganallur jallikattu organisers invites people and students all over tamilnadu to watch jallikattu which is happening on th jallikattuforever","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"161","people and students","invites ","th jallikattuforever","alanganallur jallikattu organisers invites people and students all over tamilnadu to watch jallikattu which is happening on th jallikattuforever","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
